|A170|3|ITEM008|SERVICO SINTETICO A 0096|2182,00|0,00|1702|50|2182,00|1,6500|36,00|50|2182,00|7,6000|165,83|0|01|CTA_SERV|5102|
|A100|0|1|PART019|00|1|AS00010049|10049|18082026|18082026|1993,00|0,00|1993,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM001|SERVICO SINTETICO A 0097|1993,00|0,00|1801|49|1993,00|1,6500|32,88|49|1993,00|7,6000|151,47|0|01|CTA_SERV|5933|
|A100|0|0|PART020|00|1|AS00010050|10050|19082026|19082026|4173,00|0,00|4173,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM002|SERVICO SINTETICO A 0098|2030,00|0,00|1201|50|2030,00|1,6500|33,50|50|2030,00|7,6000|154,28|0|01|CTA_SERV|6102|
|A170|2|ITEM003|SERVICO SINTETICO A 0099|2143,00|0,00|1202|51|2143,00|1,6500|35,36|51|2143,00|7,6000|162,87|0|01|CTA_SERV|6933|
|A100|0|1|PART021|00|1|AS00010051|10051|20082026|20082026|6540,00|0,00|6540,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM004|SERVICO SINTETICO A 0100|2067,00|0,00|1203|51|2067,00|1,6500|34,11|51|2067,00|7,6000|157,09|0|01|CTA_SERV|1102|
|A170|2|ITEM005|SERVICO SINTETICO A 0101|2180,00|0,00|1401|70|2180,00|1,6500|35,97|70|2180,00|7,6000|165,68|0|01|CTA_SERV|2102|
|A170|3|ITEM006|SERVICO SINTETICO A 0102|2293,00|0,00|1701|73|2293,00|1,6500|37,83|73|2293,00|7,6000|174,27|0|01|CTA_SERV|5102|
|A100|1|0|PART022|00|1|AS00010052|10052|21082026|21082026|2104,00|0,00|2104,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM007|SERVICO SINTETICO A 0103|2104,00|0,00|1702|70|2104,00|1,6500|34,72|70|2104,00|7,6000|159,90|0|01|CTA_SERV|5933|
|A100|0|1|PART023|00|1|AS00010053|10053|22082026|22082026|4395,00|0,00|4395,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM008|SERVICO SINTETICO A 0104|2141,00|0,00|1801|73|2141,00|1,6500|35,33|73|2141,00|7,6000|162,72|0|01|CTA_SERV|6102|
|A170|2|ITEM001|SERVICO SINTETICO A 0105|2254,00|0,00|1201|01|2254,00|1,6500|37,19|01|2254,00|7,6000|171,30|0|01|CTA_SERV|6933|
|A100|0|0|PART024|00|1|AS00010054|10054|23082026|23082026|6873,00|0,00|6873,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM002|SERVICO SINTETICO A 0106|2178,00|0,00|1202|01|2178,00|1,6500|35,94|01|2178,00|7,6000|165,53|0|01|CTA_SERV|1102|
|A170|2|ITEM003|SERVICO SINTETICO A 0107|2291,00|0,00|1203|02|2291,00|1,6500|37,80|02|2291,00|7,6000|174,12|0|01|CTA_SERV|2102|
|A170|3|ITEM004|SERVICO SINTETICO A 0108|2404,00|0,00|1401|04|0,00|0,0000|0,00|04|0,00|0,0000|0,00|0|01|CTA_SERV|5102|
|A100|0|1|PART025|00|1|AS00010055|10055|24082026|24082026|2215,00|0,00|2215,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM005|SERVICO SINTETICO A 0109|2215,00|0,00|1701|02|2215,00|1,6500|36,55|02|2215,00|7,6000|168,34|0|01|CTA_SERV|5933|
|A100|1|0|PART026|00|1|AS00010056|10056|25082026|25082026|4617,00|0,00|4617,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM006|SERVICO SINTETICO A 0110|2252,00|0,00|1702|04|0,00|0,0000|0,00|04|0,00|0,0000|0,00|0|01|CTA_SERV|6102|
|A170|2|ITEM007|SERVICO SINTETICO A 0111|2365,00|0,00|1801|06|0,00|0,0000|0,00|06|0,00|0,0000|0,00|0|01|CTA_SERV|6933|
|A100|0|1|PART027|00|1|AS00010057|10057|26082026|26082026|7206,00|0,00|7206,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM008|SERVICO SINTETICO A 0112|2289,00|0,00|1201|06|0,00|0,0000|0,00|06|0,00|0,0000|0,00|0|01|CTA_SERV|1102|
|A170|2|ITEM001|SERVICO SINTETICO A 0113|2402,00|0,00|1202|07|0,00|0,0000|0,00|07|0,00|0,0000|0,00|0|01|CTA_SERV|2102|
|A170|3|ITEM002|SERVICO SINTETICO A 0114|2515,00|0,00|1203|08|0,00|0,0000|0,00|08|0,00|0,0000|0,00|0|01|CTA_SERV|5102|
|A100|0|0|PART028|00|1|AS00010058|10058|27082026|27082026|2326,00|0,00|2326,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM003|SERVICO SINTETICO A 0115|2326,00|0,00|1401|07|0,00|0,0000|0,00|07|0,00|0,0000|0,00|0|01|CTA_SERV|5933|
|A100|0|1|PART029|00|1|AS00010059|10059|28082026|28082026|4839,00|0,00|4839,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM004|SERVICO SINTETICO A 0116|2363,00|0,00|1701|08|0,00|0,0000|0,00|08|0,00|0,0000|0,00|0|01|CTA_SERV|6102|
|A170|2|ITEM005|SERVICO SINTETICO A 0117|2476,00|0,00|1702|49|2476,00|1,6500|40,85|49|2476,00|7,6000|188,18|0|01|CTA_SERV|6933|
|A100|1|0|PART030|00|1|AS00010060|10060|29082026|29082026|5139,00|0,00|5139,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM006|SERVICO SINTETICO A 0118|2400,00|0,00|1801|49|2400,00|1,6500|39,60|49|2400,00|7,6000|182,40|0|01|CTA_SERV|1102|
|A170|2|ITEM007|SERVICO SINTETICO A 0119|2513,00|0,00|1201|50|2513,00|1,6500|41,46|50|2513,00|7,6000|190,99|0|01|CTA_SERV|2102|
|A170|3|ITEM008|SERVICO SINTETICO A 0120|226,00|0,00|1202|51|226,00|1,6500|3,73|51|226,00|7,6000|17,18|0|01|CTA_SERV|5102|
|A100|0|1|PART001|00|1|AS00010061|10061|30082026|30082026|2437,00|0,00|2437,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM001|SERVICO SINTETICO A 0121|2437,00|0,00|1203|50|2437,00|1,6500|40,21|50|2437,00|7,6000|185,21|0|01|CTA_SERV|5933|
|A100|0|0|PART002|00|1|AS00010062|10062|31082026|31082026|2661,00|0,00|2661,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM002|SERVICO SINTETICO A 0122|2474,00|0,00|1401|51|2474,00|1,6500|40,82|51|2474,00|7,6000|188,02|0|01|CTA_SERV|6102|
|A170|2|ITEM003|SERVICO SINTETICO A 0123|187,00|0,00|1701|70|187,00|1,6500|3,09|70|187,00|7,6000|14,21|0|01|CTA_SERV|6933|
|A100|0|1|PART003|00|1|AS00010063|10063|01082026|01082026|3072,00|0,00|3072,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM004|SERVICO SINTETICO A 0124|2511,00|0,00|1702|70|2511,00|1,6500|41,43|70|2511,00|7,6000|190,84|0|01|CTA_SERV|1102|
|A170|2|ITEM005|SERVICO SINTETICO A 0125|224,00|0,00|1801|73|224,00|1,6500|3,70|73|224,00|7,6000|17,02|0|01|CTA_SERV|2102|
|A170|3|ITEM006|SERVICO SINTETICO A 0126|337,00|0,00|1201|01|337,00|1,6500|5,56|01|337,00|7,6000|25,61|0|01|CTA_SERV|5102|
|A100|1|0|PART004|00|1|AS00010064|10064|02082026|02082026|2548,00|0,00|2548,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM007|SERVICO SINTETICO A 0127|2548,00|0,00|1202|73|2548,00|1,6500|42,04|73|2548,00|7,6000|193,65|0|01|CTA_SERV|5933|
|A100|0|1|PART005|00|1|AS00010065|10065|03082026|03082026|483,00|0,00|483,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM008|SERVICO SINTETICO A 0128|185,00|0,00|1203|01|185,00|1,6500|3,05|01|185,00|7,6000|14,06|0|01|CTA_SERV|6102|
|A170|2|ITEM001|SERVICO SINTETICO A 0129|298,00|0,00|1401|02|298,00|1,6500|4,92|02|298,00|7,6000|22,65|0|01|CTA_SERV|6933|
|A100|0|0|PART006|00|1|AS00010066|10066|04082026|04082026|1005,00|0,00|1005,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM002|SERVICO SINTETICO A 0130|222,00|0,00|1701|02|222,00|1,6500|3,66|02|222,00|7,6000|16,87|0|01|CTA_SERV|1102|
|A170|2|ITEM003|SERVICO SINTETICO A 0131|335,00|0,00|1702|04|0,00|0,0000|0,00|04|0,00|0,0000|0,00|0|01|CTA_SERV|2102|
|A170|3|ITEM004|SERVICO SINTETICO A 0132|448,00|0,00|1801|06|0,00|0,0000|0,00|06|0,00|0,0000|0,00|0|01|CTA_SERV|5102|
|A100|0|1|PART007|00|1|AS00010067|10067|05082026|05082026|259,00|0,00|259,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM005|SERVICO SINTETICO A 0133|259,00|0,00|1201|04|0,00|0,0000|0,00|04|0,00|0,0000|0,00|0|01|CTA_SERV|5933|
|A100|1|0|PART008|00|1|AS00010068|10068|06082026|06082026|705,00|0,00|705,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM006|SERVICO SINTETICO A 0134|296,00|0,00|1202|06|0,00|0,0000|0,00|06|0,00|0,0000|0,00|0|01|CTA_SERV|6102|
|A170|2|ITEM007|SERVICO SINTETICO A 0135|409,00|0,00|1203|07|0,00|0,0000|0,00|07|0,00|0,0000|0,00|0|01|CTA_SERV|6933|
|A100|0|1|PART009|00|1|AS00010069|10069|07082026|07082026|1338,00|0,00|1338,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM008|SERVICO SINTETICO A 0136|333,00|0,00|1401|07|0,00|0,0000|0,00|07|0,00|0,0000|0,00|0|01|CTA_SERV|1102|
|A170|2|ITEM001|SERVICO SINTETICO A 0137|446,00|0,00|1701|08|0,00|0,0000|0,00|08|0,00|0,0000|0,00|0|01|CTA_SERV|2102|
|A170|3|ITEM002|SERVICO SINTETICO A 0138|559,00|0,00|1702|49|559,00|1,6500|9,22|49|559,00|7,6000|42,48|0|01|CTA_SERV|5102|
|A100|0|0|PART010|00|1|AS00010070|10070|08082026|08082026|370,00|0,00|370,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM003|SERVICO SINTETICO A 0139|370,00|0,00|1801|08|0,00|0,0000|0,00|08|0,00|0,0000|0,00|0|01|CTA_SERV|5933|
|A100|0|1|PART011|00|1|AS00010071|10071|09082026|09082026|927,00|0,00|927,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM004|SERVICO SINTETICO A 0140|407,00|0,00|1201|49|407,00|1,6500|6,72|49|407,00|7,6000|30,93|0|01|CTA_SERV|6102|
|A170|2|ITEM005|SERVICO SINTETICO A 0141|520,00|0,00|1202|50|520,00|1,6500|8,58|50|520,00|7,6000|39,52|0|01|CTA_SERV|6933|
|A100|1|0|PART012|00|1|AS00010072|10072|10082026|10082026|1671,00|0,00|1671,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM006|SERVICO SINTETICO A 0142|444,00|0,00|1203|50|444,00|1,6500|7,33|50|444,00|7,6000|33,74|0|01|CTA_SERV|1102|
|A170|2|ITEM007|SERVICO SINTETICO A 0143|557,00|0,00|1401|51|557,00|1,6500|9,19|51|557,00|7,6000|42,33|0|01|CTA_SERV|2102|
|A170|3|ITEM008|SERVICO SINTETICO A 0144|670,00|0,00|1701|70|670,00|1,6500|11,06|70|670,00|7,6000|50,92|0|01|CTA_SERV|5102|
|A100|0|1|PART013|00|1|AS00010073|10073|11082026|11082026|481,00|0,00|481,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM001|SERVICO SINTETICO A 0145|481,00|0,00|1702|51|481,00|1,6500|7,94|51|481,00|7,6000|36,56|0|01|CTA_SERV|5933|
|A100|0|0|PART014|00|1|AS00010074|10074|12082026|12082026|1149,00|0,00|1149,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM002|SERVICO SINTETICO A 0146|518,00|0,00|1801|70|518,00|1,6500|8,55|70|518,00|7,6000|39,37|0|01|CTA_SERV|6102|
|A170|2|ITEM003|SERVICO SINTETICO A 0147|631,00|0,00|1201|73|631,00|1,6500|10,41|73|631,00|7,6000|47,96|0|01|CTA_SERV|6933|
|A100|0|1|PART015|00|1|AS00010075|10075|13082026|13082026|2004,00|0,00|2004,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM004|SERVICO SINTETICO A 0148|555,00|0,00|1202|73|555,00|1,6500|9,16|73|555,00|7,6000|42,18|0|01|CTA_SERV|1102|
|A170|2|ITEM005|SERVICO SINTETICO A 0149|668,00|0,00|1203|01|668,00|1,6500|11,02|01|668,00|7,6000|50,77|0|01|CTA_SERV|2102|
|A170|3|ITEM006|SERVICO SINTETICO A 0150|781,00|0,00|1401|02|781,00|1,6500|12,89|02|781,00|7,6000|59,36|0|01|CTA_SERV|5102|
|A100|1|0|PART016|00|1|AS00010076|10076|14082026|14082026|592,00|0,00|592,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM007|SERVICO SINTETICO A 0151|592,00|0,00|1701|01|592,00|1,6500|9,77|01|592,00|7,6000|44,99|0|01|CTA_SERV|5933|
|A100|0|1|PART017|00|1|AS00010077|10077|15082026|15082026|1371,00|0,00|1371,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM008|SERVICO SINTETICO A 0152|629,00|0,00|1702|02|629,00|1,6500|10,38|02|629,00|7,6000|47,80|0|01|CTA_SERV|6102|
|A170|2|ITEM001|SERVICO SINTETICO A 0153|742,00|0,00|1801|04|0,00|0,0000|0,00|04|0,00|0,0000|0,00|0|01|CTA_SERV|6933|
|A100|0|0|PART018|00|1|AS00010078|10078|16082026|16082026|2337,00|0,00|2337,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM002|SERVICO SINTETICO A 0154|666,00|0,00|1201|04|0,00|0,0000|0,00|04|0,00|0,0000|0,00|0|01|CTA_SERV|1102|
|A170|2|ITEM003|SERVICO SINTETICO A 0155|779,00|0,00|1202|06|0,00|0,0000|0,00|06|0,00|0,0000|0,00|0|01|CTA_SERV|2102|
|A170|3|ITEM004|SERVICO SINTETICO A 0156|892,00|0,00|1203|07|0,00|0,0000|0,00|07|0,00|0,0000|0,00|0|01|CTA_SERV|5102|
|A100|0|1|PART019|00|1|AS00010079|10079|17082026|17082026|703,00|0,00|703,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM005|SERVICO SINTETICO A 0157|703,00|0,00|1401|06|0,00|0,0000|0,00|06|0,00|0,0000|0,00|0|01|CTA_SERV|5933|
|A100|1|0|PART020|00|1|AS00010080|10080|18082026|18082026|1593,00|0,00|1593,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM006|SERVICO SINTETICO A 0158|740,00|0,00|1701|07|0,00|0,0000|0,00|07|0,00|0,0000|0,00|0|01|CTA_SERV|6102|
|A170|2|ITEM007|SERVICO SINTETICO A 0159|853,00|0,00|1702|08|0,00|0,0000|0,00|08|0,00|0,0000|0,00|0|01|CTA_SERV|6933|
|A100|0|1|PART021|00|1|AS00010081|10081|19082026|19082026|2670,00|0,00|2670,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM008|SERVICO SINTETICO A 0160|777,00|0,00|1801|08|0,00|0,0000|0,00|08|0,00|0,0000|0,00|0|01|CTA_SERV|1102|
|A170|2|ITEM001|SERVICO SINTETICO A 0161|890,00|0,00|1201|49|890,00|1,6500|14,69|49|890,00|7,6000|67,64|0|01|CTA_SERV|2102|
|A170|3|ITEM002|SERVICO SINTETICO A 0162|1003,00|0,00|1202|50|1003,00|1,6500|16,55|50|1003,00|7,6000|76,23|0|01|CTA_SERV|5102|
|A100|0|0|PART022|00|1|AS00010082|10082|20082026|20082026|814,00|0,00|814,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM003|SERVICO SINTETICO A 0163|814,00|0,00|1203|49|814,00|1,6500|13,43|49|814,00|7,6000|61,86|0|01|CTA_SERV|5933|
|A100|0|1|PART023|00|1|AS00010083|10083|21082026|21082026|1815,00|0,00|1815,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM004|SERVICO SINTETICO A 0164|851,00|0,00|1401|50|851,00|1,6500|14,04|50|851,00|7,6000|64,68|0|01|CTA_SERV|6102|
|A170|2|ITEM005|SERVICO SINTETICO A 0165|964,00|0,00|1701|51|964,00|1,6500|15,91|51|964,00|7,6000|73,26|0|01|CTA_SERV|6933|
|A100|1|0|PART024|00|1|AS00010084|10084|22082026|22082026|3003,00|0,00|3003,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM006|SERVICO SINTETICO A 0166|888,00|0,00|1702|51|888,00|1,6500|14,65|51|888,00|7,6000|67,49|0|01|CTA_SERV|1102|
|A170|2|ITEM007|SERVICO SINTETICO A 0167|1001,00|0,00|1801|70|1001,00|1,6500|16,52|70|1001,00|7,6000|76,08|0|01|CTA_SERV|2102|
|A170|3|ITEM008|SERVICO SINTETICO A 0168|1114,00|0,00|1201|73|1114,00|1,6500|18,38|73|1114,00|7,6000|84,66|0|01|CTA_SERV|5102|
|A100|0|1|PART025|00|1|AS00010085|10085|23082026|23082026|925,00|0,00|925,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM001|SERVICO SINTETICO A 0169|925,00|0,00|1202|70|925,00|1,6500|15,26|70|925,00|7,6000|70,30|0|01|CTA_SERV|5933|
|A100|0|0|PART026|00|1|AS00010086|10086|24082026|24082026|2037,00|0,00|2037,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM002|SERVICO SINTETICO A 0170|962,00|0,00|1203|73|962,00|1,6500|15,87|73|962,00|7,6000|73,11|0|01|CTA_SERV|6102|
|A170|2|ITEM003|SERVICO SINTETICO A 0171|1075,00|0,00|1401|01|1075,00|1,6500|17,74|01|1075,00|7,6000|81,70|0|01|CTA_SERV|6933|
|A100|0|1|PART027|00|1|AS00010087|10087|25082026|25082026|3336,00|0,00|3336,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM004|SERVICO SINTETICO A 0172|999,00|0,00|1701|01|999,00|1,6500|16,48|01|999,00|7,6000|75,92|0|01|CTA_SERV|1102|
|A170|2|ITEM005|SERVICO SINTETICO A 0173|1112,00|0,00|1702|02|1112,00|1,6500|18,35|02|1112,00|7,6000|84,51|0|01|CTA_SERV|2102|
|A170|3|ITEM006|SERVICO SINTETICO A 0174|1225,00|0,00|1801|04|0,00|0,0000|0,00|04|0,00|0,0000|0,00|0|01|CTA_SERV|5102|
|A100|1|0|PART028|00|1|AS00010088|10088|26082026|26082026|1036,00|0,00|1036,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM007|SERVICO SINTETICO A 0175|1036,00|0,00|1201|02|1036,00|1,6500|17,09|02|1036,00|7,6000|78,74|0|01|CTA_SERV|5933|
|A100|0|1|PART029|00|1|AS00010089|10089|27082026|27082026|2259,00|0,00|2259,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM008|SERVICO SINTETICO A 0176|1073,00|0,00|1202|04|0,00|0,0000|0,00|04|0,00|0,0000|0,00|0|01|CTA_SERV|6102|
|A170|2|ITEM001|SERVICO SINTETICO A 0177|1186,00|0,00|1203|06|0,00|0,0000|0,00|06|0,00|0,0000|0,00|0|01|CTA_SERV|6933|
|A100|0|0|PART030|00|1|AS00010090|10090|28082026|28082026|3669,00|0,00|3669,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM002|SERVICO SINTETICO A 0178|1110,00|0,00|1401|06|0,00|0,0000|0,00|06|0,00|0,0000|0,00|0|01|CTA_SERV|1102|
|A170|2|ITEM003|SERVICO SINTETICO A 0179|1223,00|0,00|1701|07|0,00|0,0000|0,00|07|0,00|0,0000|0,00|0|01|CTA_SERV|2102|
|A170|3|ITEM004|SERVICO SINTETICO A 0180|1336,00|0,00|1702|08|0,00|0,0000|0,00|08|0,00|0,0000|0,00|0|01|CTA_SERV|5102|
|A100|0|1|PART001|00|1|AS00010091|10091|29082026|29082026|1147,00|0,00|1147,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM005|SERVICO SINTETICO A 0181|1147,00|0,00|1801|07|0,00|0,0000|0,00|07|0,00|0,0000|0,00|0|01|CTA_SERV|5933|
|A100|1|0|PART002|00|1|AS00010092|10092|30082026|30082026|2481,00|0,00|2481,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM006|SERVICO SINTETICO A 0182|1184,00|0,00|1201|08|0,00|0,0000|0,00|08|0,00|0,0000|0,00|0|01|CTA_SERV|6102|
|A170|2|ITEM007|SERVICO SINTETICO A 0183|1297,00|0,00|1202|49|1297,00|1,6500|21,40|49|1297,00|7,6000|98,57|0|01|CTA_SERV|6933|
|A100|0|1|PART003|00|1|AS00010093|10093|31082026|31082026|4002,00|0,00|4002,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM008|SERVICO SINTETICO A 0184|1221,00|0,00|1203|49|1221,00|1,6500|20,15|49|1221,00|7,6000|92,80|0|01|CTA_SERV|1102|
|A170|2|ITEM001|SERVICO SINTETICO A 0185|1334,00|0,00|1401|50|1334,00|1,6500|22,01|50|1334,00|7,6000|101,38|0|01|CTA_SERV|2102|
|A170|3|ITEM002|SERVICO SINTETICO A 0186|1447,00|0,00|1701|51|1447,00|1,6500|23,88|51|1447,00|7,6000|109,97|0|01|CTA_SERV|5102|
|A100|0|0|PART004|00|1|AS00010094|10094|01082026|01082026|1258,00|0,00|1258,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM003|SERVICO SINTETICO A 0187|1258,00|0,00|1702|50|1258,00|1,6500|20,76|50|1258,00|7,6000|95,61|0|01|CTA_SERV|5933|
|A100|0|1|PART005|00|1|AS00010095|10095|02082026|02082026|2703,00|0,00|2703,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM004|SERVICO SINTETICO A 0188|1295,00|0,00|1801|51|1295,00|1,6500|21,37|51|1295,00|7,6000|98,42|0|01|CTA_SERV|6102|
|A170|2|ITEM005|SERVICO SINTETICO A 0189|1408,00|0,00|1201|70|1408,00|1,6500|23,23|70|1408,00|7,6000|107,01|0|01|CTA_SERV|6933|
|A100|1|0|PART006|00|1|AS00010096|10096|03082026|03082026|4335,00|0,00|4335,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM006|SERVICO SINTETICO A 0190|1332,00|0,00|1202|70|1332,00|1,6500|21,98|70|1332,00|7,6000|101,23|0|01|CTA_SERV|1102|
|A170|2|ITEM007|SERVICO SINTETICO A 0191|1445,00|0,00|1203|73|1445,00|1,6500|23,84|73|1445,00|7,6000|109,82|0|01|CTA_SERV|2102|
|A170|3|ITEM008|SERVICO SINTETICO A 0192|1558,00|0,00|1401|01|1558,00|1,6500|25,71|01|1558,00|7,6000|118,41|0|01|CTA_SERV|5102|
|A100|0|1|PART007|00|1|AS00010097|10097|04082026|04082026|1369,00|0,00|1369,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM001|SERVICO SINTETICO A 0193|1369,00|0,00|1701|73|1369,00|1,6500|22,59|73|1369,00|7,6000|104,04|0|01|CTA_SERV|5933|
|A100|0|0|PART008|00|1|AS00010098|10098|05082026|05082026|2925,00|0,00|2925,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM002|SERVICO SINTETICO A 0194|1406,00|0,00|1702|01|1406,00|1,6500|23,20|01|1406,00|7,6000|106,86|0|01|CTA_SERV|6102|
|A170|2|ITEM003|SERVICO SINTETICO A 0195|1519,00|0,00|1801|02|1519,00|1,6500|25,06|02|1519,00|7,6000|115,44|0|01|CTA_SERV|6933|
|A100|0|1|PART009|00|1|AS00010099|10099|06082026|06082026|4668,00|0,00|4668,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM004|SERVICO SINTETICO A 0196|1443,00|0,00|1201|02|1443,00|1,6500|23,81|02|1443,00|7,6000|109,67|0|01|CTA_SERV|1102|
|A170|2|ITEM005|SERVICO SINTETICO A 0197|1556,00|0,00|1202|04|0,00|0,0000|0,00|04|0,00|0,0000|0,00|0|01|CTA_SERV|2102|
|A170|3|ITEM006|SERVICO SINTETICO A 0198|1669,00|0,00|1203|06|0,00|0,0000|0,00|06|0,00|0,0000|0,00|0|01|CTA_SERV|5102|
|A100|1|0|PART010|00|1|AS00010100|10100|07082026|07082026|3073,00|0,00|3073,00|0,00|0,00|0,00|0,00|0,00||
|A170|1|ITEM007|SERVICO SINTETICO A 0199|1480,00|0,00|1401|04|0,00|0,0000|0,00|04|0,00|0,0000|0,00|0|01|CTA_SERV|5933|
|A170|2|ITEM008|SERVICO SINTETICO A 0200|1593,00|0,00|1701|06|0,00|0,0000|0,00|06|0,00|0,0000|0,00|0|01|CTA_SERV|6102|
|A990|302|
|C001|0|
|C100|1|1|PART009|55|00|1|20001|35260899000000090001553010000200011700200018|04082026|04082026|181,50|0|0,00|0,00|181,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM009|MERCADORIA SINTETICA C 0001|2,000|UN|181,50|0,00|0|06|5102||0,00|0,0000|0,00|06|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|0|PART010|55|00|1|20002|35260899000000100001553020000200021700200025|07082026|07082026|702,00|0|0,00|0,00|702,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM010|MERCADORIA SINTETICA C 0002|3,000|UN|272,50|0,00|0|08|5405||0,00|0,0000|0,00|08|0,00|0,0000|0,00|CTA_MERC|||||
|C170|2|ITEM011|MERCADORIA SINTETICA C 0003|4,000|UN|429,50|0,00|0|49|6101||429,50|1,6500|7,09|49|429,50|7,6000|32,64|CTA_MERC|||||
|C100|1|1|PART011|55|00|1|20003|35260899000000110001553030000200031700200032|10082026|10082026|1561,50|0|0,00|0,00|1561,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM012|MERCADORIA SINTETICA C 0004|5,000|UN|363,50|0,00|0|50|6102||363,50|1,6500|6,00|50|363,50|7,6000|27,63|CTA_MERC|||||
|C170|2|ITEM013|MERCADORIA SINTETICA C 0005|6,000|UN|520,50|0,00|0|51|6404||520,50|1,6500|8,59|51|520,50|7,6000|39,56|CTA_MERC|||||
|C170|3|ITEM014|MERCADORIA SINTETICA C 0006|7,000|UN|677,50|0,00|0|60|5101||0,00|0,0000|0,00|60|0,00|0,0000|0,00|CTA_MERC|||||
|C100|1|0|PART012|55|00|1|20004|35260899000000120001553040000200041700200040|13082026|13082026|454,50|0|0,00|0,00|454,50|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM015|MERCADORIA SINTETICA C 0007|8,000|UN|454,50|0,00|0|60|5102||0,00|0,0000|0,00|60|0,00|0,0000|0,00|CTA_MERC|||||
|C100|0|1|PART013|55|00|1|20005|35260899000000130001553050000200051700200057|16082026|16082026|1248,00|0|0,00|0,00|1248,00|9|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00||||
|C170|1|ITEM016|MERCADORIA SINTETICA C 0008|1,000|UN|545,50|0,00|0|73|1403||545,50|1,6500|9,00|73|545,50|7,6000|41,46|CTA_MERC|||||
|C170|2|ITEM017|MERCADORIA SINTETICA C 0009|2,000|UN|702,50|0,00|0|98|2101||702,50|1,6500|11,59|98|702,50|7,6000|53,39|CTA_MERC|||||
