Status;Identificador;CNPJ;Período EFD Contribuições;Período EFD ICMS;Chave NF-e;Tipo Operação EFD Contribuições;Tipo Operação EFD ICMS;Indicador Emitente EFD Contribuições;Indicador Emitente EFD ICMS;Código Participante EFD Contribuições;Código Participante EFD ICMS;Modelo EFD Contribuições;Modelo EFD ICMS;Situação EFD Contribuições;Situação EFD ICMS;Série EFD Contribuições;Série EFD ICMS;Número Documento EFD Contribuições;Número Documento EFD ICMS;Data Documento EFD Contribuições;Data Documento EFD ICMS;Data Entrada/Saída EFD Contribuições;Data Entrada/Saída EFD ICMS;Valor Documento EFD Contribuições;Valor Documento EFD ICMS;Divergências;Linhas EFD Contribuições;Linhas EFD ICMS;Quantidade EFD Contribuições;Quantidade EFD ICMS
CONFERENTE;CHV_NFE:35260899000000240001553160000200161700200168;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000240001553160000200161700200168;1;1;0;0;PART024;PART024;55;55;00;00;1;1;20016;20016;18082026;18082026;18082026;18082026;1546,50;1546,50;;404;67;1;1
CONFERENTE;CHV_NFE:35260899000000240001553460000200461700200465;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000240001553460000200461700200465;1;1;0;0;PART024;PART024;55;55;00;00;1;1;20046;20046;15082026;15082026;15082026;15082026;4276,50;4276,50;;494;127;1;1
CONFERENTE;CHV_NFE:35260899000000240001553760000200761700200762;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000240001553760000200761700200762;1;1;0;0;PART024;PART024;55;55;00;00;1;1;20076;20076;12082026;12082026;12082026;12082026;2206,50;2206,50;;584;187;1;1
CONFERENTE;CHV_NFE:35260899000000240001554060000201061700201065;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000240001554060000201061700201065;1;1;0;0;PART024;PART024;55;55;00;00;1;1;20106;20106;09082026;09082026;09082026;09082026;136,50;136,50;;674;247;1;1
CONFERENTE;CHV_NFE:35260899000000250001553170000200171700200175;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000250001553170000200171700200175;1;1;1;1;PART025;PART025;55;55;00;00;1;1;20017;20017;21082026;21082026;21082026;21082026;3432,00;3432,00;;406;69;1;1
CONFERENTE;CHV_NFE:35260899000000250001553470000200471700200472;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000250001553470000200471700200472;1;1;1;1;PART025;PART025;55;55;00;00;1;1;20047;20047;18082026;18082026;18082026;18082026;8892,00;8892,00;;496;129;1;1
CONFERENTE;CHV_NFE:35260899000000250001553770000200771700200770;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000250001553770000200771700200770;1;1;1;1;PART025;PART025;55;55;00;00;1;1;20077;20077;15082026;15082026;15082026;15082026;4752,00;4752,00;;586;189;1;1
CONFERENTE;CHV_NFE:35260899000000250001554070000201071700201072;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000250001554070000201071700201072;1;1;1;1;PART025;PART025;55;55;00;00;1;1;20107;20107;12082026;12082026;12082026;12082026;612,00;612,00;;676;249;1;1
CONFERENTE;CHV_NFE:35260899000000260001553180000200181700200182;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000260001553180000200181700200182;1;1;0;0;PART026;PART026;55;55;00;00;1;1;20018;20018;24082026;24082026;24082026;24082026;5656,50;5656,50;;409;71;1;1
CONFERENTE;CHV_NFE:35260899000000260001553480000200481700200480;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000260001553480000200481700200480;1;1;0;0;PART026;PART026;55;55;00;00;1;1;20048;20048;21082026;21082026;21082026;21082026;13846,50;13846,50;;499;131;1;1
CONFERENTE;CHV_NFE:35260899000000260001553780000200781700200787;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000260001553780000200781700200787;1;1;0;0;PART026;PART026;55;55;00;00;1;1;20078;20078;18082026;18082026;18082026;18082026;7636,50;7636,50;;589;191;1;1
CONFERENTE;CHV_NFE:35260899000000260001554080000201081700201080;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000260001554080000201081700201080;1;1;0;0;PART026;PART026;55;55;00;00;1;1;20108;20108;15082026;15082026;15082026;15082026;1426,50;1426,50;;679;251;1;1
CONFERENTE;CHV_NFE:35260899000000270001553190000200191700200190;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000270001553190000200191700200190;1;1;1;1;PART027;PART027;55;55;00;00;1;1;20019;20019;27082026;27082026;27082026;27082026;1819,50;1819,50;;413;73;1;1
CONFERENTE;CHV_NFE:35260899000000270001553490000200491700200497;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000270001553490000200491700200497;1;1;1;1;PART027;PART027;55;55;00;00;1;1;20049;20049;24082026;24082026;24082026;24082026;4549,50;4549,50;;503;133;1;1
CONFERENTE;CHV_NFE:35260899000000270001553790000200791700200794;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000270001553790000200791700200794;1;1;1;1;PART027;PART027;55;55;00;00;1;1;20079;20079;21082026;21082026;21082026;21082026;2479,50;2479,50;;593;193;1;1
CONFERENTE;CHV_NFE:35260899000000270001554090000201091700201097;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000270001554090000201091700201097;1;1;1;1;PART027;PART027;55;55;00;00;1;1;20109;20109;18082026;18082026;18082026;18082026;409,50;409,50;;683;253;1;1
CONFERENTE;CHV_NFE:35260899000000280001553200000200201700200208;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000280001553200000200201700200208;0;0;0;0;PART028;PART028;55;55;00;00;1;1;20020;20020;30082026;30082026;30082026;30082026;3978,00;3978,00;;415;75;1;1
CONFERENTE;CHV_NFE:35260899000000280001553500000200501700200505;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000280001553500000200501700200505;0;0;0;0;PART028;PART028;55;55;00;00;1;1;20050;20050;27082026;27082026;27082026;27082026;9438,00;9438,00;;505;135;1;1
CONFERENTE;CHV_NFE:35260899000000280001553800000200801700200802;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000280001553800000200801700200802;0;0;0;0;PART028;PART028;55;55;00;00;1;1;20080;20080;24082026;24082026;24082026;24082026;5298,00;5298,00;;595;195;1;1
CONFERENTE;CHV_NFE:35260899000000280001554100000201101700201105;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000280001554100000201101700201105;0;0;0;0;PART028;PART028;55;55;00;00;1;1;20110;20110;21082026;21082026;21082026;21082026;1158,00;1158,00;;685;255;1;1
CONFERENTE;CHV_NFE:35260899000000290001553210000200211700200215;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000290001553210000200211700200215;1;1;1;1;PART029;PART029;55;55;00;00;1;1;20021;20021;02082026;02082026;02082026;02082026;6475,50;6475,50;;418;77;1;1
CONFERENTE;CHV_NFE:35260899000000290001553510000200511700200512;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000290001553510000200511700200512;1;1;1;1;PART029;PART029;55;55;00;00;1;1;20051;20051;30082026;30082026;30082026;30082026;9865,50;9865,50;;508;137;1;1
CONFERENTE;CHV_NFE:35260899000000290001553810000200811700200810;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000290001553810000200811700200810;1;1;1;1;PART029;PART029;55;55;00;00;1;1;20081;20081;27082026;27082026;27082026;27082026;8455,50;8455,50;;598;197;1;1
CONFERENTE;CHV_NFE:35260899000000290001554110000201111700201112;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000290001554110000201111700201112;1;1;1;1;PART029;PART029;55;55;00;00;1;1;20111;20111;24082026;24082026;24082026;24082026;2245,50;2245,50;;688;257;1;1
CONFERENTE;CHV_NFE:35260899000000300001553220000200221700200222;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000300001553220000200221700200222;1;1;0;0;PART030;PART030;55;55;00;00;1;1;20022;20022;05082026;05082026;05082026;05082026;2092,50;2092,50;;422;79;1;1
CONFERENTE;CHV_NFE:35260899000000300001553520000200521700200520;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000300001553520000200521700200520;1;1;0;0;PART030;PART030;55;55;00;00;1;1;20052;20052;02082026;02082026;02082026;02082026;4822,50;4822,50;;512;139;1;1
CONFERENTE;CHV_NFE:35260899000000300001553820000200821700200827;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000300001553820000200821700200827;1;1;0;0;PART030;PART030;55;55;00;00;1;1;20082;20082;30082026;30082026;30082026;30082026;2752,50;2752,50;;602;199;1;1
CONFERENTE;CHV_NFE:35260899000000300001554120000201121700201120;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899000000300001554120000201121700201120;1;1;0;0;PART030;PART030;55;55;00;00;1;1;20112;20112;27082026;27082026;27082026;27082026;682,50;682,50;;692;259;1;1
SOMENTE_EFD_ICMS;CHV_NFE:35260899999999000199550010009999991123456784;99999999000199;01082026 a 31082026;01082026 a 31082026;35260899999999000199550010009999991123456784;;1;;0;;PART-EXCLUSIVO-ICMS;;55;;00;;1;;999999;;31082026;;31082026;;999,99;Nota ausente na EFD Contribuições;;273;0;1
