CNPJ;Período;Registros;Tipo Operação;Situação;Código Participante;CNPJ Participante;CPF Participante;Nome Participante;UF Origem/Destino;Número Documento;Série;Chave NF-e;Data Documento;Data Entrada/Saída;Vlr Documento;Vlr Desconto NF;Vlr Mercadoria/Operação;Vlr Frete;Vlr Seguro;Vlr Outras DA;Número Item;Código Item;Descrição Complementar;Descrição Item;NCM;Código Serviço;Código Barra;Tipo Item;Vlr Item;Qtde;Unidade Medida;Vlr Desconto Item;Natureza Crédito;CFOP;Descrição CFOP;CFOP Faturamento;CST ICMS;Vlr Base Cálculo ICMS;Alíquota ICMS;Vlr ICMS;Vlr Base Cálculo ICMS ST;Alíquota ICMS ST;Vlr ICMS ST;CST IPI;Vlr Base Cálculo IPI;Alíquota IPI;Vlr IPI;CST PIS;Vlr Base Cálculo PIS;Qtde Base Cálculo PIS;Alíquota PIS;Qtde Alíquota PIS;Vlr PIS;CST Cofins;Vlr Base Cálculo Cofins;Qtde Base Cálculo Cofins;Alíquota Cofins;Qtde Alíquota Cofins;Vlr Cofins;Conta Contábil;Débito/Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART025;99000000250001;;CLIENTE SINTETICO 025;RJ;AS00010085;1;10085;23/08/2026;23/08/2026;925,00;0,00;925,00;;;;1;ITEM001;SERVICO SINTETICO A 0169;ITEM OU SERVICO SINTETICO 001;;1202;;09;925,00;;;0,00;01;;;5933;;;;;;;;;;;;70;925,00;;1,6500;;15,26;70;925,00;;7,6000;;70,30;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART026;99000000260001;;CLIENTE SINTETICO 026;MG;AS00010086;1;10086;24/08/2026;24/08/2026;2037,00;0,00;2037,00;;;;1;ITEM002;SERVICO SINTETICO A 0170;ITEM OU SERVICO SINTETICO 002;;1203;;09;962,00;;;0,00;01;;;6102;;;;;;;;;;;;73;962,00;;1,6500;;15,87;73;962,00;;7,6000;;73,11;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART026;99000000260001;;CLIENTE SINTETICO 026;MG;AS00010086;1;10086;24/08/2026;24/08/2026;2037,00;0,00;2037,00;;;;2;ITEM003;SERVICO SINTETICO A 0171;ITEM OU SERVICO SINTETICO 003;;1401;;09;1075,00;;;0,00;01;;;6933;;;;;;;;;;;;01;1075,00;;1,6500;;17,74;01;1075,00;;7,6000;;81,70;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART027;99000000270001;;CLIENTE SINTETICO 027;PR;AS00010087;1;10087;25/08/2026;25/08/2026;3336,00;0,00;3336,00;;;;1;ITEM004;SERVICO SINTETICO A 0172;ITEM OU SERVICO SINTETICO 004;;1701;;09;999,00;;;0,00;01;;;1102;;;;;;;;;;;;01;999,00;;1,6500;;16,48;01;999,00;;7,6000;;75,92;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART027;99000000270001;;CLIENTE SINTETICO 027;PR;AS00010087;1;10087;25/08/2026;25/08/2026;3336,00;0,00;3336,00;;;;2;ITEM005;SERVICO SINTETICO A 0173;ITEM OU SERVICO SINTETICO 005;;1702;;09;1112,00;;;0,00;01;;;2102;;;;;;;;;;;;02;1112,00;;1,6500;;18,35;02;1112,00;;7,6000;;84,51;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART027;99000000270001;;CLIENTE SINTETICO 027;PR;AS00010087;1;10087;25/08/2026;25/08/2026;3336,00;0,00;3336,00;;;;3;ITEM006;SERVICO SINTETICO A 0174;ITEM OU SERVICO SINTETICO 006;;1801;;09;1225,00;;;0,00;01;;;5102;;;;;;;;;;;;04;0,00;;0,0000;;0,00;04;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;1;00;PART028;99000000280001;;CLIENTE SINTETICO 028;SC;AS00010088;1;10088;26/08/2026;26/08/2026;1036,00;0,00;1036,00;;;;1;ITEM007;SERVICO SINTETICO A 0175;ITEM OU SERVICO SINTETICO 007;;1201;;09;1036,00;;;0,00;01;;;5933;;;;;;;;;;;;02;1036,00;;1,6500;;17,09;02;1036,00;;7,6000;;78,74;CTA_SERV;Débito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART029;99000000290001;;CLIENTE SINTETICO 029;RS;AS00010089;1;10089;27/08/2026;27/08/2026;2259,00;0,00;2259,00;;;;1;ITEM008;SERVICO SINTETICO A 0176;ITEM OU SERVICO SINTETICO 008;;1202;;09;1073,00;;;0,00;01;;;6102;;;;;;;;;;;;04;0,00;;0,0000;;0,00;04;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART029;99000000290001;;CLIENTE SINTETICO 029;RS;AS00010089;1;10089;27/08/2026;27/08/2026;2259,00;0,00;2259,00;;;;2;ITEM001;SERVICO SINTETICO A 0177;ITEM OU SERVICO SINTETICO 001;;1203;;09;1186,00;;;0,00;01;;;6933;;;;;;;;;;;;06;0,00;;0,0000;;0,00;06;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART030;99000000300001;;CLIENTE SINTETICO 030;SP;AS00010090;1;10090;28/08/2026;28/08/2026;3669,00;0,00;3669,00;;;;1;ITEM002;SERVICO SINTETICO A 0178;ITEM OU SERVICO SINTETICO 002;;1401;;09;1110,00;;;0,00;01;;;1102;;;;;;;;;;;;06;0,00;;0,0000;;0,00;06;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART030;99000000300001;;CLIENTE SINTETICO 030;SP;AS00010090;1;10090;28/08/2026;28/08/2026;3669,00;0,00;3669,00;;;;2;ITEM003;SERVICO SINTETICO A 0179;ITEM OU SERVICO SINTETICO 003;;1701;;09;1223,00;;;0,00;01;;;2102;;;;;;;;;;;;07;0,00;;0,0000;;0,00;07;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART030;99000000300001;;CLIENTE SINTETICO 030;SP;AS00010090;1;10090;28/08/2026;28/08/2026;3669,00;0,00;3669,00;;;;3;ITEM004;SERVICO SINTETICO A 0180;ITEM OU SERVICO SINTETICO 004;;1702;;09;1336,00;;;0,00;01;;;5102;;;;;;;;;;;;08;0,00;;0,0000;;0,00;08;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART001;99000000010001;;FORNECEDOR SINTETICO 001;RJ;AS00010091;1;10091;29/08/2026;29/08/2026;1147,00;0,00;1147,00;;;;1;ITEM005;SERVICO SINTETICO A 0181;ITEM OU SERVICO SINTETICO 005;;1801;;09;1147,00;;;0,00;01;;;5933;;;;;;;;;;;;07;0,00;;0,0000;;0,00;07;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;1;00;PART002;99000000020001;;FORNECEDOR SINTETICO 002;MG;AS00010092;1;10092;30/08/2026;30/08/2026;2481,00;0,00;2481,00;;;;1;ITEM006;SERVICO SINTETICO A 0182;ITEM OU SERVICO SINTETICO 006;;1201;;09;1184,00;;;0,00;01;;;6102;;;;;;;;;;;;08;0,00;;0,0000;;0,00;08;0,00;;0,0000;;0,00;CTA_SERV;Débito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;1;00;PART002;99000000020001;;FORNECEDOR SINTETICO 002;MG;AS00010092;1;10092;30/08/2026;30/08/2026;2481,00;0,00;2481,00;;;;2;ITEM007;SERVICO SINTETICO A 0183;ITEM OU SERVICO SINTETICO 007;;1202;;09;1297,00;;;0,00;01;;;6933;;;;;;;;;;;;49;1297,00;;1,6500;;21,40;49;1297,00;;7,6000;;98,57;CTA_SERV;Débito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART003;99000000030001;;FORNECEDOR SINTETICO 003;PR;AS00010093;1;10093;31/08/2026;31/08/2026;4002,00;0,00;4002,00;;;;1;ITEM008;SERVICO SINTETICO A 0184;ITEM OU SERVICO SINTETICO 008;;1203;;09;1221,00;;;0,00;01;;;1102;;;;;;;;;;;;49;1221,00;;1,6500;;20,15;49;1221,00;;7,6000;;92,80;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART003;99000000030001;;FORNECEDOR SINTETICO 003;PR;AS00010093;1;10093;31/08/2026;31/08/2026;4002,00;0,00;4002,00;;;;2;ITEM001;SERVICO SINTETICO A 0185;ITEM OU SERVICO SINTETICO 001;;1401;;09;1334,00;;;0,00;01;;;2102;;;;;;;;;;;;50;1334,00;;1,6500;;22,01;50;1334,00;;7,6000;;101,38;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART003;99000000030001;;FORNECEDOR SINTETICO 003;PR;AS00010093;1;10093;31/08/2026;31/08/2026;4002,00;0,00;4002,00;;;;3;ITEM002;SERVICO SINTETICO A 0186;ITEM OU SERVICO SINTETICO 002;;1701;;09;1447,00;;;0,00;01;;;5102;;;;;;;;;;;;51;1447,00;;1,6500;;23,88;51;1447,00;;7,6000;;109,97;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART004;99000000040001;;FORNECEDOR SINTETICO 004;SC;AS00010094;1;10094;01/08/2026;01/08/2026;1258,00;0,00;1258,00;;;;1;ITEM003;SERVICO SINTETICO A 0187;ITEM OU SERVICO SINTETICO 003;;1702;;09;1258,00;;;0,00;01;;;5933;;;;;;;;;;;;50;1258,00;;1,6500;;20,76;50;1258,00;;7,6000;;95,61;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART005;99000000050001;;FORNECEDOR SINTETICO 005;RS;AS00010095;1;10095;02/08/2026;02/08/2026;2703,00;0,00;2703,00;;;;1;ITEM004;SERVICO SINTETICO A 0188;ITEM OU SERVICO SINTETICO 004;;1801;;09;1295,00;;;0,00;01;;;6102;;;;;;;;;;;;51;1295,00;;1,6500;;21,37;51;1295,00;;7,6000;;98,42;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART005;99000000050001;;FORNECEDOR SINTETICO 005;RS;AS00010095;1;10095;02/08/2026;02/08/2026;2703,00;0,00;2703,00;;;;2;ITEM005;SERVICO SINTETICO A 0189;ITEM OU SERVICO SINTETICO 005;;1201;;09;1408,00;;;0,00;01;;;6933;;;;;;;;;;;;70;1408,00;;1,6500;;23,23;70;1408,00;;7,6000;;107,01;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;1;00;PART006;99000000060001;;FORNECEDOR SINTETICO 006;SP;AS00010096;1;10096;03/08/2026;03/08/2026;4335,00;0,00;4335,00;;;;1;ITEM006;SERVICO SINTETICO A 0190;ITEM OU SERVICO SINTETICO 006;;1202;;09;1332,00;;;0,00;01;;;1102;;;;;;;;;;;;70;1332,00;;1,6500;;21,98;70;1332,00;;7,6000;;101,23;CTA_SERV;Débito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;1;00;PART006;99000000060001;;FORNECEDOR SINTETICO 006;SP;AS00010096;1;10096;03/08/2026;03/08/2026;4335,00;0,00;4335,00;;;;2;ITEM007;SERVICO SINTETICO A 0191;ITEM OU SERVICO SINTETICO 007;;1203;;09;1445,00;;;0,00;01;;;2102;;;;;;;;;;;;73;1445,00;;1,6500;;23,84;73;1445,00;;7,6000;;109,82;CTA_SERV;Débito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;1;00;PART006;99000000060001;;FORNECEDOR SINTETICO 006;SP;AS00010096;1;10096;03/08/2026;03/08/2026;4335,00;0,00;4335,00;;;;3;ITEM008;SERVICO SINTETICO A 0192;ITEM OU SERVICO SINTETICO 008;;1401;;09;1558,00;;;0,00;01;;;5102;;;;;;;;;;;;01;1558,00;;1,6500;;25,71;01;1558,00;;7,6000;;118,41;CTA_SERV;Débito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART007;99000000070001;;FORNECEDOR SINTETICO 007;RJ;AS00010097;1;10097;04/08/2026;04/08/2026;1369,00;0,00;1369,00;;;;1;ITEM001;SERVICO SINTETICO A 0193;ITEM OU SERVICO SINTETICO 001;;1701;;09;1369,00;;;0,00;01;;;5933;;;;;;;;;;;;73;1369,00;;1,6500;;22,59;73;1369,00;;7,6000;;104,04;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART008;99000000080001;;FORNECEDOR SINTETICO 008;MG;AS00010098;1;10098;05/08/2026;05/08/2026;2925,00;0,00;2925,00;;;;1;ITEM002;SERVICO SINTETICO A 0194;ITEM OU SERVICO SINTETICO 002;;1702;;09;1406,00;;;0,00;01;;;6102;;;;;;;;;;;;01;1406,00;;1,6500;;23,20;01;1406,00;;7,6000;;106,86;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART008;99000000080001;;FORNECEDOR SINTETICO 008;MG;AS00010098;1;10098;05/08/2026;05/08/2026;2925,00;0,00;2925,00;;;;2;ITEM003;SERVICO SINTETICO A 0195;ITEM OU SERVICO SINTETICO 003;;1801;;09;1519,00;;;0,00;01;;;6933;;;;;;;;;;;;02;1519,00;;1,6500;;25,06;02;1519,00;;7,6000;;115,44;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART009;99000000090001;;FORNECEDOR SINTETICO 009;PR;AS00010099;1;10099;06/08/2026;06/08/2026;4668,00;0,00;4668,00;;;;1;ITEM004;SERVICO SINTETICO A 0196;ITEM OU SERVICO SINTETICO 004;;1201;;09;1443,00;;;0,00;01;;;1102;;;;;;;;;;;;02;1443,00;;1,6500;;23,81;02;1443,00;;7,6000;;109,67;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART009;99000000090001;;FORNECEDOR SINTETICO 009;PR;AS00010099;1;10099;06/08/2026;06/08/2026;4668,00;0,00;4668,00;;;;2;ITEM005;SERVICO SINTETICO A 0197;ITEM OU SERVICO SINTETICO 005;;1202;;09;1556,00;;;0,00;01;;;2102;;;;;;;;;;;;04;0,00;;0,0000;;0,00;04;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;0;00;PART009;99000000090001;;FORNECEDOR SINTETICO 009;PR;AS00010099;1;10099;06/08/2026;06/08/2026;4668,00;0,00;4668,00;;;;3;ITEM006;SERVICO SINTETICO A 0198;ITEM OU SERVICO SINTETICO 006;;1203;;09;1669,00;;;0,00;01;;;5102;;;;;;;;;;;;06;0,00;;0,0000;;0,00;06;0,00;;0,0000;;0,00;CTA_SERV;Crédito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;1;00;PART010;99000000100001;;FORNECEDOR SINTETICO 010;SC;AS00010100;1;10100;07/08/2026;07/08/2026;3073,00;0,00;3073,00;;;;1;ITEM007;SERVICO SINTETICO A 0199;ITEM OU SERVICO SINTETICO 007;;1401;;09;1480,00;;;0,00;01;;;5933;;;;;;;;;;;;04;0,00;;0,0000;;0,00;04;0,00;;0,0000;;0,00;CTA_SERV;Débito
99999999000199;01/08/2026 a 31/08/2026;A100/A170;1;00;PART010;99000000100001;;FORNECEDOR SINTETICO 010;SC;AS00010100;1;10100;07/08/2026;07/08/2026;3073,00;0,00;3073,00;;;;2;ITEM008;SERVICO SINTETICO A 0200;ITEM OU SERVICO SINTETICO 008;;1701;;09;1593,00;;;0,00;01;;;6102;;;;;;;;;;;;06;0,00;;0,0000;;0,00;06;0,00;;0,0000;;0,00;CTA_SERV;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART009;99000000090001;;FORNECEDOR SINTETICO 009;PR;20001;1;35260899000000090001553010000200011700200018;04/08/2026;04/08/2026;181,50;0,00;181,50;0,00;0,00;0,00;1;ITEM009;MERCADORIA SINTETICA C 0001;ITEM OU SERVICO SINTETICO 009;84000009;;;00;181,50;2,000;UN;0,00;;5102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.;;;;;;;;;;;;;06;0,00;;0,0000;;0,00;06;0,00;;0,0000;;0,00;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART010;99000000100001;;FORNECEDOR SINTETICO 010;SC;20002;1;35260899000000100001553020000200021700200025;07/08/2026;07/08/2026;702,00;0,00;702,00;0,00;0,00;0,00;1;ITEM010;MERCADORIA SINTETICA C 0002;ITEM OU SERVICO SINTETICO 010;84000010;;;00;272,50;3,000;UN;0,00;;5405;Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária, na condição de contribuinte substituído.;;;;;;;;;;;;;08;0,00;;0,0000;;0,00;08;0,00;;0,0000;;0,00;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART010;99000000100001;;FORNECEDOR SINTETICO 010;SC;20002;1;35260899000000100001553020000200021700200025;07/08/2026;07/08/2026;702,00;0,00;702,00;0,00;0,00;0,00;2;ITEM011;MERCADORIA SINTETICA C 0003;ITEM OU SERVICO SINTETICO 011;84000011;;;00;429,50;4,000;UN;0,00;;6101;Venda de produção do estabelecimento.;;;;;;;;;;;;;49;429,50;;1,6500;;7,09;49;429,50;;7,6000;;32,64;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART011;99000000110001;;FORNECEDOR SINTETICO 011;RS;20003;1;35260899000000110001553030000200031700200032;10/08/2026;10/08/2026;1561,50;0,00;1561,50;0,00;0,00;0,00;1;ITEM012;MERCADORIA SINTETICA C 0004;ITEM OU SERVICO SINTETICO 012;84000012;;;00;363,50;5,000;UN;0,00;;6102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 6.501, 6.502, 6.504 e 6.505.;;;;;;;;;;;;;50;363,50;;1,6500;;6,00;50;363,50;;7,6000;;27,63;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART011;99000000110001;;FORNECEDOR SINTETICO 011;RS;20003;1;35260899000000110001553030000200031700200032;10/08/2026;10/08/2026;1561,50;0,00;1561,50;0,00;0,00;0,00;2;ITEM013;MERCADORIA SINTETICA C 0005;ITEM OU SERVICO SINTETICO 013;84000013;;;00;520,50;6,000;UN;0,00;;6404;Venda de mercadoria sujeita ao regime de substituição tributária, cujo imposto já tenha sido retido anteriormente.;;;;;;;;;;;;;51;520,50;;1,6500;;8,59;51;520,50;;7,6000;;39,56;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART011;99000000110001;;FORNECEDOR SINTETICO 011;RS;20003;1;35260899000000110001553030000200031700200032;10/08/2026;10/08/2026;1561,50;0,00;1561,50;0,00;0,00;0,00;3;ITEM014;MERCADORIA SINTETICA C 0006;ITEM OU SERVICO SINTETICO 014;84000014;;;00;677,50;7,000;UN;0,00;;5101;Venda de produção do estabelecimento.;;;;;;;;;;;;;60;0,00;;0,0000;;0,00;60;0,00;;0,0000;;0,00;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART012;99000000120001;;FORNECEDOR SINTETICO 012;SP;20004;1;35260899000000120001553040000200041700200040;13/08/2026;13/08/2026;454,50;0,00;454,50;0,00;0,00;0,00;1;ITEM015;MERCADORIA SINTETICA C 0007;ITEM OU SERVICO SINTETICO 015;84000015;;;00;454,50;8,000;UN;0,00;;5102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.;;;;;;;;;;;;;60;0,00;;0,0000;;0,00;60;0,00;;0,0000;;0,00;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;0;00;PART013;99000000130001;;FORNECEDOR SINTETICO 013;RJ;20005;1;35260899000000130001553050000200051700200057;16/08/2026;16/08/2026;1248,00;0,00;1248,00;0,00;0,00;0,00;1;ITEM016;MERCADORIA SINTETICA C 0008;ITEM OU SERVICO SINTETICO 016;84000016;;;00;545,50;1,000;UN;0,00;;1403;Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária.;;;;;;;;;;;;;73;545,50;;1,6500;;9,00;73;545,50;;7,6000;;41,46;CTA_MERC;Crédito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;0;00;PART013;99000000130001;;FORNECEDOR SINTETICO 013;RJ;20005;1;35260899000000130001553050000200051700200057;16/08/2026;16/08/2026;1248,00;0,00;1248,00;0,00;0,00;0,00;2;ITEM017;MERCADORIA SINTETICA C 0009;ITEM OU SERVICO SINTETICO 017;84000017;;;00;702,50;2,000;UN;0,00;;2101;Compra para industrialização ou produção rural.;;;;;;;;;;;;;98;702,50;;1,6500;;11,59;98;702,50;;7,6000;;53,39;CTA_MERC;Crédito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART014;99000000140001;;FORNECEDOR SINTETICO 014;MG;20006;1;35260899000000140001553060000200061700200064;19/08/2026;19/08/2026;2380,50;0,00;2380,50;0,00;0,00;0,00;1;ITEM018;MERCADORIA SINTETICA C 0010;ITEM OU SERVICO SINTETICO 018;84000018;;;00;636,50;3,000;UN;0,00;;6102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 6.501, 6.502, 6.504 e 6.505.;;;;;;;;;;;;;01;636,50;;1,6500;;10,50;01;636,50;;7,6000;;48,37;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART014;99000000140001;;FORNECEDOR SINTETICO 014;MG;20006;1;35260899000000140001553060000200061700200064;19/08/2026;19/08/2026;2380,50;0,00;2380,50;0,00;0,00;0,00;2;ITEM019;MERCADORIA SINTETICA C 0011;ITEM OU SERVICO SINTETICO 019;84000019;;;00;793,50;4,000;UN;0,00;;6404;Venda de mercadoria sujeita ao regime de substituição tributária, cujo imposto já tenha sido retido anteriormente.;;;;;;;;;;;;;02;793,50;;1,6500;;13,09;02;793,50;;7,6000;;60,31;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART014;99000000140001;;FORNECEDOR SINTETICO 014;MG;20006;1;35260899000000140001553060000200061700200064;19/08/2026;19/08/2026;2380,50;0,00;2380,50;0,00;0,00;0,00;3;ITEM020;MERCADORIA SINTETICA C 0012;ITEM OU SERVICO SINTETICO 020;84000020;;;00;950,50;5,000;UN;0,00;;5101;Venda de produção do estabelecimento.;;;;;;;;;;;;;04;0,00;;0,0000;;0,00;04;0,00;;0,0000;;0,00;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART015;99000000150001;;FORNECEDOR SINTETICO 015;PR;20007;1;35260899000000150001553070000200071700200071;22/08/2026;22/08/2026;727,50;0,00;727,50;0,00;0,00;0,00;1;ITEM001;MERCADORIA SINTETICA C 0013;ITEM OU SERVICO SINTETICO 001;;;;09;727,50;6,000;UN;0,00;;5102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 5.501, 5.502, 5.504 e 5.505.;;;;;;;;;;;;;04;0,00;;0,0000;;0,00;04;0,00;;0,0000;;0,00;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART016;99000000160001;;CLIENTE SINTETICO 016;SC;20008;1;35260899000000160001553080000200081700200089;25/08/2026;25/08/2026;1794,00;0,00;1794,00;0,00;0,00;0,00;1;ITEM002;MERCADORIA SINTETICA C 0014;ITEM OU SERVICO SINTETICO 002;;;;09;818,50;7,000;UN;0,00;;5405;Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária, na condição de contribuinte substituído.;;;;;;;;;;;;;07;0,00;;0,0000;;0,00;07;0,00;;0,0000;;0,00;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART016;99000000160001;;CLIENTE SINTETICO 016;SC;20008;1;35260899000000160001553080000200081700200089;25/08/2026;25/08/2026;1794,00;0,00;1794,00;0,00;0,00;0,00;2;ITEM003;MERCADORIA SINTETICA C 0015;ITEM OU SERVICO SINTETICO 003;;;;09;975,50;8,000;UN;0,00;;6101;Venda de produção do estabelecimento.;;;;;;;;;;;;;08;0,00;;0,0000;;0,00;08;0,00;;0,0000;;0,00;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART017;99000000170001;;CLIENTE SINTETICO 017;RS;20009;1;35260899000000170001553090000200091700200096;28/08/2026;28/08/2026;3199,50;0,00;3199,50;0,00;0,00;0,00;1;ITEM004;MERCADORIA SINTETICA C 0016;ITEM OU SERVICO SINTETICO 004;;;;09;909,50;1,000;UN;0,00;;6102;Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 6.501, 6.502, 6.504 e 6.505.;;;;;;;;;;;;;49;909,50;;1,6500;;15,01;49;909,50;;7,6000;;69,12;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART017;99000000170001;;CLIENTE SINTETICO 017;RS;20009;1;35260899000000170001553090000200091700200096;28/08/2026;28/08/2026;3199,50;0,00;3199,50;0,00;0,00;0,00;2;ITEM005;MERCADORIA SINTETICA C 0017;ITEM OU SERVICO SINTETICO 005;;;;09;1066,50;2,000;UN;0,00;;6404;Venda de mercadoria sujeita ao regime de substituição tributária, cujo imposto já tenha sido retido anteriormente.;;;;;;;;;;;;;50;1066,50;;1,6500;;17,60;50;1066,50;;7,6000;;81,05;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;1;00;PART017;99000000170001;;CLIENTE SINTETICO 017;RS;20009;1;35260899000000170001553090000200091700200096;28/08/2026;28/08/2026;3199,50;0,00;3199,50;0,00;0,00;0,00;3;ITEM006;MERCADORIA SINTETICA C 0018;ITEM OU SERVICO SINTETICO 006;;;;09;1223,50;3,000;UN;0,00;;5101;Venda de produção do estabelecimento.;;;;;;;;;;;;;51;1223,50;;1,6500;;20,19;51;1223,50;;7,6000;;92,99;CTA_MERC;Débito
99999999000199;01/08/2026 a 31/08/2026;C100/C170;0;00;PART018;99000000180001;;CLIENTE SINTETICO 018;SP;20010;1;35260899000000180001553100000200101700200104;31/08/2026;31/08/2026;1000,50;0,00;1000,50;0,00;0,00;0,00;1;ITEM007;MERCADORIA SINTETICA C 0019;ITEM OU SERVICO SINTETICO 007;;;;09;1000,50;4,000;UN;0,00;;1102;Compra para comercialização.;;;;;;;;;;;;;51;1000,50;;1,6500;;16,51;51;1000,50;;7,6000;;76,04;CTA_MERC;Crédito
